id,gender,area,qualification,income,marital_status,vintage,claim_amount,num_policies,policy,type_of_policy,cltv
71556,Female,Urban,High School,,0,7,9222.0,More than 1,A,Silver,284568
3843,Male,,High School,4.49,0,7,2022.0,1,A,Platinum,30336
76897,Female,Urban,Others,5.96,0,5,8090.0,More than 1,A,Platinum,109272
38323,Female,,High School,9.34,1,1,5631.0,1,A,Platinum,51996
18234,Male,Urban,High School,7.95,0,1,2818.0,More than 1,C,Silver,96684
80819,Female,Urban,High School,5.13,1,2,5902.0,More than 1,A,Platinum,59208
43954,Male,Rural,Others,5.84,1,7,0.0,More than 1,A,Gold,92280
11062,Female,Rural,High School,,0,6,5551.0,More than 1,B,Platinum,98004
5458,Male,Urban,High School,4.33,1,2,2049.0,More than 1,B,Silver,66408
6860,Male,Urban,High School,21.6,1,6,2427.0,1,B,Platinum,38448
38904,Male,Urban,Bachelor,12.04,0,7,14100.0,More than 1,A,Platinum,210600
58275,Male,Urban,High School,6.07,1,7,15560.0,More than 1,A,Gold,103356
34244,Female,Urban,High School,5.24,1,7,3339.0,More than 1,A,Platinum,104400
57858,Male,Urban,High School,2.07,0,8,2874.0,More than 1,B,Silver,101076
86543,Female,,High School,4.44,0,6,5256.0,More than 1,A,Platinum,48132
88703,Male,Urban,Bachelor,0.25,1,5,5764.0,1,A,Silver,66768
56686,Female,Urban,High School,7.46,0,8,4195.0,1,A,Silver,62964
71453,Male,Urban,High School,1.23,1,5,0.0,More than 1,A,Platinum,59580
19002,Male,Rural,Bachelor,2.39,1,2,3797.0,More than 1,,Platinum,70068
72665,Female,Rural,High School,4.89,0,8,,More than 1,B,Platinum,105972
89116,Male,Urban,Bachelor,,0,8,4693.0,More than 1,B,Gold,573096
22153,Female,Urban,Bachelor,3.36,0,2,9840.0,More than 1,A,Platinum,96552
45588,Male,Urban,High School,59.88,1,7,3715.0,More than 1,A,Platinum,68820
46651,Male,Urban,High School,2.01,0,8,3913.0,More than 1,,Silver,96276
53492,Female,Urban,High School,4.11,0,7,6879.0,More than 1,,Gold,68760
24852,Male,Rural,High School,8.72,0,5,0.0,1,A,Silver,57720
56667,Female,Rural,Bachelor,21.1,1,2,0.0,More than 1,A,Platinum,66780
7250,Male,Urban,Bachelor,2.01,0,7,3711.0,More than 1,B,Platinum,378168
17908,Male,Urban,High School,2.73,0,7,0.0,More than 1,A,Platinum,63960
20260,Female,Rural,High School,2.54,0,6,2730.0,1,B,Silver,69948
88784,Female,Urban,High School,3.98,1,7,,More than 1,,Platinum,179640
2512,Female,,High School,9.56,0,0,0.0,1,A,Platinum,35376
79539,Male,Urban,Bachelor,7.25,0,5,3886.0,More than 1,A,Platinum,63456
49730,Male,Rural,Bachelor,,1,7,,1,B,Silver,31428
10838,Female,Urban,Bachelor,9.48,1,6,5718.0,More than 1,A,Platinum,108396
83212,Female,Urban,High School,8.95,0,7,3621.0,More than 1,B,Gold,62820
878,Male,Rural,Bachelor,5.76,0,7,0.0,1,A,Gold,104280
59282,Female,Urban,High School,8.68,0,1,5782.0,1,C,Platinum,48156
30382,Male,Urban,Bachelor,8.4,1,7,3683.0,More than 1,A,Silver,70644
37542,Male,Urban,High School,4.4,1,5,2516.0,More than 1,B,Gold,60912
16457,Female,Urban,Others,4.84,0,3,5269.0,More than 1,C,Platinum,64284
48981,Male,Urban,Bachelor,48.21,0,8,4371.0,More than 1,A,Platinum,97764
42888,Male,Urban,High School,2.04,0,8,6897.0,More than 1,A,Silver,58596
18044,Male,Rural,High School,,0,6,0.0,More than 1,C,Platinum,66720
23428,Female,,High School,9.34,0,6,3694.0,1,A,Silver,33888
40771,Male,Urban,High School,6.39,0,6,6200.0,More than 1,A,Gold,67788
85480,Male,Urban,Bachelor,9.67,0,5,9338.0,More than 1,A,Silver,100692
11083,Female,Urban,Bachelor,50.41,0,1,5375.0,1,A,Silver,32736
87306,Male,Urban,Others,9.17,1,2,5704.0,1,A,Gold,50592
53068,Female,Rural,High School,2.5,0,5,,More than 1,C,Gold,71412
47818,Male,Urban,Bachelor,6.75,0,2,8660.0,More than 1,A,Gold,230196
76532,Male,Urban,Bachelor,2.12,0,8,3989.0,More than 1,B,Platinum,352944
62631,Female,Urban,High School,3.95,0,8,3657.0,More than 1,B,Platinum,68544
32359,Male,Rural,Bachelor,,1,7,0.0,More than 1,A,Platinum,62472
28781,Female,Rural,High School,6.63,1,2,0.0,More than 1,A,Gold,57504
63943,Male,Rural,Bachelor,9.56,1,6,0.0,1,B,Gold,34488
56359,Male,Urban,Bachelor,44.95,0,7,4033.0,More than 1,A,Platinum,100224
46874,Female,Rural,High School,5.11,1,4,2157.0,More than 1,B,Silver,69600
31785,Male,Urban,High School,8.93,0,5,4360.0,More than 1,A,Platinum,384756
62632,Female,,Bachelor,7.87,1,4,3952.0,More than 1,B,Silver,117852
52012,Male,Urban,High School,,1,4,,More than 1,A,Platinum,61044
89186,Male,Urban,High School,48.81,1,2,8808.0,More than 1,B,Platinum,197016
8478,Male,Urban,Bachelor,7.46,1,7,3797.0,More than 1,A,Platinum,56556
35616,Female,Urban,High School,29.18,1,8,5143.0,1,B,Silver,49176
61267,Male,Rural,Others,80.73,1,3,2438.0,More than 1,B,Silver,74976
17589,Female,Urban,High School,4.5,0,6,6004.0,More than 1,A,Platinum,64524
37653,Male,Urban,High School,,1,0,4989.0,More than 1,A,Platinum,62304
69486,Female,Urban,High School,2.73,1,5,4463.0,More than 1,C,Platinum,62904
61069,Female,Rural,Bachelor,,0,4,4033.0,1,C,Platinum,36132
75314,Female,Urban,Bachelor,9.18,0,1,,More than 1,A,Silver,102108
56252,Male,Urban,High School,3.06,0,8,6948.0,More than 1,A,Silver,68100
63955,Male,Urban,High School,3.13,1,1,6051.0,More than 1,A,Silver,60900
34485,Male,Urban,Bachelor,3.58,1,5,7886.0,More than 1,,Platinum,60516
4512,Female,Rural,High School,,0,1,2035.0,1,A,Gold,32784
47549,Female,Rural,High School,6.94,1,5,0.0,1,B,Silver,33828
39923,Male,Urban,High School,9.61,0,1,6091.0,More than 1,A,Platinum,71664
78418,Female,Urban,Bachelor,8.67,1,3,10095.0,1,A,Platinum,54048
60556,Male,Urban,Bachelor,2.75,0,4,8455.0,1,A,Gold,33060
431,Male,Urban,Bachelor,9.72,1,1,3607.0,More than 1,A,Platinum,68292
80842,Male,Rural,Bachelor,13.2,0,4,0.0,More than 1,,Silver,45600
83325,Male,Urban,High School,6.3,1,6,,More than 1,B,Platinum,65988
53226,Male,,High School,7.41,1,2,0.0,1,C,Gold,50856
17990,Male,Rural,Bachelor,8.78,1,7,0.0,More than 1,B,Gold,100836
41610,Male,Urban,High School,7.75,1,5,,More than 1,C,Platinum,174648
57627,Male,Rural,Bachelor,6.56,1,3,0.0,1,A,Platinum,58848
52013,Male,Urban,High School,2.99,0,5,0.0,More than 1,B,Platinum,66912
5920,Male,Rural,Bachelor,32.27,1,5,0.0,More than 1,B,Platinum,69816
55189,Male,Urban,High School,3.1,1,8,2134.0,More than 1,A,Gold,66192
45014,Male,Rural,High School,6.59,1,0,0.0,1,B,Platinum,31140
52045,Male,Urban,Bachelor,81.48,1,7,4865.0,More than 1,A,Silver,59016
51196,Male,Urban,Bachelor,,1,3,6436.0,1,B,Silver,33876
22236,Female,Urban,High School,3.74,1,7,5941.0,More than 1,A,Gold,64164
41444,Female,Urban,High School,7.81,1,1,2112.0,More than 1,A,Platinum,96372
17390,Male,Rural,High School,6.49,1,0,9502.0,More than 1,A,Platinum,101556
30328,Male,Urban,High School,9.59,0,7,6138.0,More than 1,A,Silver,368760
18510,Female,Rural,Bachelor,8.09,0,7,0.0,1,B,Platinum,65784
51906,Female,Rural,Bachelor,9.74,1,4,3395.0,More than 1,C,Silver,64428
44612,Male,,Others,3.52,1,8,0.0,1,A,Gold,39768
8253,Male,Urban,Bachelor,2.58,1,2,4204.0,1,A,Platinum,49620
33092,Male,Rural,High School,9.63,1,7,0.0,1,A,Platinum,46968
43924,Male,Urban,High School,8.21,0,8,,More than 1,A,Platinum,49452
9672,Female,Urban,Bachelor,6.03,1,4,0.0,More than 1,A,Silver,284328
76869,Male,Urban,High School,7.81,0,3,8283.0,More than 1,A,Platinum,59232
70984,Male,Urban,High School,6.92,1,1,,1,A,Platinum,63036
5132,Male,Rural,Bachelor,2.37,0,1,5378.0,More than 1,B,Platinum,64656
11489,Male,Urban,High School,2.04,1,6,5716.0,1,A,Gold,33432
86981,Female,Urban,High School,4.39,0,2,6040.0,1,A,Platinum,70620
42880,Female,Rural,High School,9.13,0,4,,1,A,Gold,99660
74069,Male,Rural,Bachelor,6.77,0,5,0.0,1,A,Gold,59220
35157,Female,Rural,Bachelor,7.51,1,4,0.0,1,A,Platinum,53352
21635,Female,Urban,Bachelor,38.41,0,8,3718.0,More than 1,A,Gold,269796
7936,Female,Urban,High School,8.33,0,5,5769.0,More than 1,A,Gold,58476
72457,Female,Urban,Bachelor,4.7,1,7,6770.0,More than 1,,Silver,107472
35845,Male,Urban,Bachelor,,0,4,4267.0,More than 1,B,Silver,243084
76175,Male,Urban,High School,6.19,1,8,3829.0,1,A,Platinum,61008
2280,Female,Urban,Bachelor,20.36,1,3,4799.0,More than 1,A,Platinum,108024
52740,Female,Rural,High School,9.77,0,2,2279.0,1,A,Platinum,68688
63609,Female,Rural,High School,6.02,1,0,7192.0,More than 1,A,Platinum,109368
68829,Male,Urban,High School,4.56,0,7,4288.0,1,A,Platinum,35964
13362,Female,Urban,High School,4.94,0,6,9270.0,More than 1,A,Silver,66204
87027,Male,Urban,Bachelor,50.15,1,7,2646.0,1,C,Silver,33936
73056,Male,Urban,Bachelor,40.99,1,7,3946.0,More than 1,B,Gold,57444
75803,Male,Rural,Bachelor,8.48,1,4,0.0,1,A,Platinum,63660
56155,Female,Rural,High School,,1,5,0.0,More than 1,B,Platinum,34836
17131,Female,Urban,Bachelor,6.94,0,6,6802.0,More than 1,A,Platinum,181008
78308,Female,Rural,Bachelor,5.82,0,7,0.0,More than 1,B,Gold,66852
17192,Male,Urban,Bachelor,3.36,1,1,4982.0,1,A,Silver,37908
82526,Male,Urban,Others,5.35,1,4,9004.0,More than 1,A,Platinum,47904
8906,Male,Urban,High School,9.0,0,2,4625.0,More than 1,A,Gold,32232
75312,Female,Urban,High School,,1,7,2710.0,More than 1,A,Platinum,68472
32259,Female,Urban,High School,3.22,1,5,,1,A,Silver,33396
50232,Female,Urban,High School,4.67,1,1,2587.0,More than 1,A,Platinum,54480
87363,Female,Urban,Bachelor,46.16,0,3,10196.0,More than 1,A,Platinum,95976
74220,Male,Urban,Bachelor,2.79,0,4,3319.0,More than 1,B,Platinum,74508
5485,Female,Urban,Bachelor,9.95,1,3,3897.0,1,A,Silver,57864
63910,Female,Urban,High School,5.48,1,3,4000.0,More than 1,A,Platinum,172440
30997,Female,Rural,Bachelor,4.68,0,5,2609.0,More than 1,B,Silver,71916
48335,Male,Urban,Bachelor,3.98,0,4,4179.0,1,,Platinum,47148
26285,Female,Urban,High School,7.59,1,6,0.0,More than 1,A,Gold,58344
65665,Male,Urban,Others,6.73,1,1,0.0,More than 1,A,Gold,68556
53189,Female,Urban,High School,3.39,0,2,7796.0,More than 1,B,Gold,98232
77118,Female,Urban,Bachelor,3.89,0,7,6090.0,More than 1,B,Gold,69744
5524,Female,Urban,High School,87.64,1,4,4182.0,More than 1,A,Platinum,61032
84838,Male,Urban,Bachelor,6.45,1,1,7241.0,More than 1,A,Platinum,97956
16522,Male,Urban,High School,5.85,1,5,9217.0,More than 1,A,Gold,61320
41944,Female,Urban,Bachelor,8.58,0,8,3055.0,More than 1,A,Platinum,56304
71962,Male,Urban,High School,16.88,1,8,3752.0,More than 1,A,Platinum,56796
86008,Female,Urban,High School,6.44,0,4,6997.0,1,A,Platinum,39240
52448,Male,Urban,Bachelor,6.23,1,0,6261.0,1,A,Gold,31392
12537,Male,Urban,Bachelor,2.86,1,2,2935.0,More than 1,A,Platinum,67356
11153,Male,Urban,High School,5.88,0,7,6048.0,1,A,Platinum,43008
51505,Male,Urban,High School,4.0,0,8,3157.0,More than 1,A,Platinum,57156
49459,Female,Urban,High School,85.12,1,4,5253.0,1,C,Silver,31032
4689,Male,Urban,Bachelor,74.81,1,6,14303.0,More than 1,A,Platinum,50568
49545,Female,Urban,Bachelor,7.61,0,6,6556.0,More than 1,A,Platinum,75072
88382,Male,Urban,Bachelor,6.01,0,5,,More than 1,B,Silver,72996
38759,Female,Rural,High School,65.27,0,6,11463.0,More than 1,A,Platinum,117012
8690,Female,Urban,Bachelor,6.98,1,4,0.0,More than 1,A,Gold,65808
33254,Male,Urban,High School,5.81,1,7,,1,B,Silver,33252
88388,Female,Urban,Bachelor,7.6,1,3,2799.0,More than 1,A,Gold,257940
74584,Female,Urban,Bachelor,8.24,1,5,5755.0,More than 1,A,Silver,63804
83099,Male,Urban,High School,6.8,0,6,10614.0,More than 1,A,Silver,69600
31126,Female,Urban,Bachelor,7.28,1,8,6909.0,More than 1,A,Platinum,285636
6104,Male,Rural,Bachelor,5.14,0,3,0.0,More than 1,B,Platinum,68904
5141,Female,Rural,High School,9.44,1,5,5930.0,More than 1,A,Platinum,86508
9714,Male,Urban,Bachelor,9.79,0,5,8844.0,More than 1,B,Platinum,411672
7294,Male,Rural,Bachelor,5.01,1,6,3815.0,More than 1,,Gold,476724
29134,Male,Urban,High School,2.52,1,5,8272.0,More than 1,B,Gold,238632
73315,Female,Urban,Bachelor,9.29,0,2,4886.0,More than 1,B,Platinum,97404
74520,Female,Rural,High School,21.16,1,7,2546.0,More than 1,B,Platinum,124092
11893,Male,Urban,Bachelor,8.02,0,4,3555.0,1,A,Platinum,34296
59710,Female,Urban,High School,9.92,1,4,8992.0,More than 1,A,Gold,63552
77841,Male,Urban,Bachelor,5.29,1,7,3846.0,More than 1,A,Gold,59028
21527,Male,,Bachelor,5.56,0,7,5164.0,1,C,Platinum,58104
89206,Male,Urban,Bachelor,4.52,1,6,5953.0,More than 1,A,Platinum,277404
53685,Male,Urban,High School,9.45,1,3,5669.0,More than 1,A,Silver,62976
5370,Male,Urban,Bachelor,3.38,0,7,8007.0,More than 1,C,Platinum,172932
77424,Female,Urban,Bachelor,4.95,1,7,3826.0,More than 1,B,Platinum,97596
65857,Female,,Others,5.28,1,7,6106.0,1,A,Silver,56544
24264,Female,Urban,High School,7.53,0,6,3659.0,More than 1,,Platinum,65124
17934,Female,Urban,Bachelor,9.04,0,3,,More than 1,A,Platinum,100860
69456,Female,Rural,Bachelor,9.28,1,3,4376.0,More than 1,A,Platinum,67584
68427,Female,Urban,High School,3.13,0,4,5974.0,More than 1,C,Platinum,69540
77096,Female,Urban,High School,25.5,0,0,6278.0,1,A,Gold,35304
30069,Male,Urban,Bachelor,8.38,1,6,5349.0,1,A,Gold,68004
83552,Male,Rural,Bachelor,9.29,1,1,4023.0,More than 1,A,Gold,95376
1918,Male,Rural,Bachelor,9.27,0,4,0.0,More than 1,A,Gold,45372
55031,Female,Rural,High School,25.39,0,0,0.0,1,B,Platinum,70452
76637,Male,Urban,Bachelor,3.83,0,7,10044.0,More than 1,A,Gold,65832
20287,Male,Rural,Bachelor,80.44,1,1,2791.0,More than 1,A,Platinum,116424
40968,Male,Urban,High School,8.49,1,3,9137.0,More than 1,A,Gold,71832
53736,Male,Urban,Bachelor,4.57,1,2,2752.0,More than 1,A,Gold,50832
64179,Male,Rural,Bachelor,9.83,1,7,0.0,1,B,Platinum,34884
36581,Male,Urban,Others,57.35,1,1,,1,A,Platinum,38580
16018,Female,Urban,Bachelor,5.16,1,5,3667.0,More than 1,A,Platinum,94932
15601,Male,Urban,High School,9.14,1,0,2131.0,1,A,Gold,45888
6640,Male,Urban,Bachelor,2.46,1,4,7067.0,1,A,Platinum,66612
16350,Male,Rural,Bachelor,5.53,1,7,3417.0,More than 1,A,Gold,307212
18991,Male,Urban,Bachelor,5.68,1,5,3742.0,More than 1,A,Gold,58776
40890,Female,Rural,High School,6.36,0,8,0.0,1,A,Platinum,62988
83291,Male,Urban,Bachelor,,0,5,6568.0,More than 1,B,Platinum,58272
73101,Male,,High School,9.89,1,3,0.0,1,A,Gold,58812
30509,Male,Urban,Bachelor,6.52,0,2,5446.0,More than 1,A,Silver,77304
29167,Male,Urban,Bachelor,7.11,0,7,0.0,More than 1,A,Platinum,62628
60321,Male,Urban,Bachelor,3.3,0,2,3332.0,1,A,Silver,80040
80651,Female,Urban,Others,5.19,1,6,3825.0,1,A,Platinum,285156
59155,Male,Urban,Bachelor,5.44,0,8,8260.0,More than 1,A,Gold,316680
86547,Female,Urban,High School,8.5,0,5,,1,A,Platinum,52980
62915,Male,,High School,5.1,0,7,5696.0,1,C,Silver,35520
35834,Male,Rural,Bachelor,51.87,0,6,10297.0,More than 1,B,Platinum,118932
1558,Male,Urban,High School,0.59,1,3,4460.0,More than 1,C,Platinum,62124
39622,Male,Urban,High School,40.23,1,6,2701.0,1,A,Platinum,34920
62744,Male,Rural,Bachelor,6.57,1,6,0.0,1,B,Gold,35784
10040,Male,Rural,High School,8.04,0,8,3843.0,More than 1,A,Platinum,47820
59085,Female,Urban,High School,7.6,0,1,5023.0,More than 1,A,Gold,114396
35050,Male,Urban,Bachelor,8.05,0,4,6557.0,More than 1,B,Platinum,63000
26219,Male,Urban,High School,9.03,1,7,3787.0,More than 1,,Gold,72768
86123,Male,Urban,High School,8.22,1,4,10427.0,More than 1,A,Platinum,111132
55461,Male,Urban,High School,9.21,1,1,8317.0,More than 1,A,Platinum,187872
72923,Male,Urban,High School,6.12,1,7,0.0,More than 1,B,Silver,57996
76148,Female,Rural,Bachelor,9.13,0,7,0.0,More than 1,A,Gold,99432
20868,Male,Urban,High School,23.89,1,7,4873.0,More than 1,A,Gold,70188
34225,Male,Urban,Bachelor,6.73,1,6,0.0,More than 1,A,Silver,59712
74821,Female,Urban,Bachelor,9.92,1,7,3766.0,1,A,Platinum,34524
50935,Female,Urban,Bachelor,8.38,1,6,3370.0,1,B,Platinum,37416
7409,Male,Urban,High School,2.22,0,7,3667.0,More than 1,,Platinum,64056
699,Female,Urban,High School,7.96,0,6,,More than 1,A,Silver,65784
66623,Female,Urban,Others,8.35,0,5,12157.0,More than 1,B,Gold,66216
84388,Male,Urban,High School,8.62,1,1,,More than 1,A,Platinum,183492
79138,Male,Rural,Others,27.88,0,4,0.0,1,A,Platinum,34236
1043,Male,Urban,Bachelor,4.25,1,6,0.0,1,A,Platinum,65268
25059,Male,Urban,High School,7.37,0,4,6053.0,More than 1,,Platinum,101604
10585,Female,Urban,High School,39.1,1,3,10643.0,1,B,Silver,62976
77294,Male,Rural,High School,5.13,1,4,2632.0,More than 1,A,Platinum,46752
18051,Male,Urban,Bachelor,5.27,1,5,4505.0,More than 1,A,Platinum,67944
86935,Male,Urban,High School,9.91,0,0,,More than 1,A,Gold,219492
13076,Male,Urban,High School,9.15,1,5,,More than 1,B,Gold,62820
60081,Male,Urban,High School,5.05,1,4,,1,A,Gold,39456
4996,Male,Urban,High School,3.7,1,1,5431.0,1,A,Gold,34644
85520,Male,Rural,Bachelor,,1,5,0.0,1,A,Silver,70248
57373,Female,Rural,High School,,0,4,2042.0,1,B,Platinum,31116
72657,Female,Rural,Bachelor,6.8,1,1,0.0,1,A,Platinum,56424
59186,Female,Urban,High School,3.05,1,3,3739.0,More than 1,C,Platinum,70320
87151,Male,Urban,High School,5.27,1,8,20475.0,1,C,Gold,57540
17971,Male,Urban,High School,3.06,0,3,,More than 1,B,Silver,90192
26088,Male,Urban,Bachelor,7.28,1,6,2799.0,More than 1,B,Silver,68064
2597,Female,Urban,Bachelor,2.0,1,6,5601.0,1,A,Platinum,30504
20739,Male,Urban,Bachelor,4.48,0,6,6616.0,More than 1,A,Gold,97620
14509,Female,Urban,Bachelor,2.83,0,6,0.0,More than 1,B,Silver,183552
57617,Male,Rural,Bachelor,19.26,0,8,0.0,More than 1,A,Silver,349992
29564,Female,Rural,High School,6.22,1,5,3108.0,1,,Platinum,64980
89178,Female,Rural,Bachelor,13.32,0,4,0.0,More than 1,B,Platinum,80088
11451,Female,Rural,Bachelor,6.93,0,7,0.0,More than 1,A,Gold,62508
8879,Female,Rural,High School,6.48,0,4,0.0,1,A,Gold,69924
71086,Female,Rural,Others,14.16,1,0,0.0,1,B,Platinum,34260
88959,Female,Urban,Bachelor,0.06,0,2,8272.0,More than 1,A,Platinum,139452
45009,Male,Urban,Bachelor,7.41,1,4,6351.0,1,,Platinum,31260
46061,Female,Urban,High School,4.6,0,2,,More than 1,C,Platinum,63408
40475,Male,Urban,High School,8.88,1,4,9038.0,1,A,Platinum,30780
47036,Male,Urban,Bachelor,8.72,0,7,2572.0,More than 1,B,Platinum,145716
29464,Female,Rural,High School,90.49,1,1,0.0,1,B,Platinum,34080
7687,Male,Urban,Bachelor,97.06,0,7,2849.0,1,B,Silver,33768
87167,Male,Urban,Bachelor,2.03,0,7,2715.0,1,B,Silver,69252
59842,Female,Rural,High School,9.86,0,7,0.0,More than 1,B,Gold,371064
48188,Male,Urban,Others,8.47,1,4,0.0,1,A,Platinum,34836
5425,Male,Rural,Bachelor,2.01,1,8,,1,B,Silver,47160
15456,Female,Urban,High School,98.42,1,3,3160.0,More than 1,A,Silver,61380
38742,Male,Urban,High School,5.8,0,2,3425.0,More than 1,A,Gold,86568
73662,Male,Urban,High School,5.56,1,4,2677.0,1,A,Platinum,34356
764,Male,Urban,High School,9.62,1,1,3045.0,More than 1,C,Platinum,584304
7875,Female,Rural,Bachelor,31.94,1,4,,1,B,Platinum,53268
20655,Female,Rural,Bachelor,,1,1,0.0,1,A,Platinum,49512
21285,Female,,High School,5.62,1,5,3405.0,More than 1,A,Gold,51684
76797,Male,Urban,High School,7.69,1,3,6725.0,More than 1,C,Gold,112500
16195,Female,Urban,High School,,1,3,2681.0,More than 1,A,Gold,53196
83717,Female,Rural,Others,5.53,1,4,2460.0,1,A,Platinum,34296
25358,Female,Urban,High School,4.22,0,1,4464.0,1,B,Silver,74376
20598,Male,Urban,Bachelor,7.19,1,1,6508.0,More than 1,C,Gold,452412
24431,Female,Urban,Bachelor,2.11,1,6,0.0,More than 1,C,Platinum,60696
45320,Male,Rural,Bachelor,62.43,1,6,5283.0,More than 1,A,Platinum,99600
14736,Female,Rural,High School,8.85,0,4,3870.0,1,C,Platinum,35604
37881,Male,,Bachelor,8.16,1,7,4663.0,More than 1,C,Platinum,118368
69920,Male,Urban,High School,5.09,1,4,11858.0,1,C,Gold,34644
22433,Female,Urban,Bachelor,3.9,0,6,10378.0,More than 1,A,Platinum,362544
38662,Male,Urban,Bachelor,3.44,0,6,5722.0,More than 1,B,Gold,66084
75689,Male,,Bachelor,5.55,1,5,0.0,More than 1,B,Gold,135096
40362,Female,Urban,Bachelor,90.69,0,4,3632.0,More than 1,A,Gold,103860
80281,Male,,Others,,1,6,4677.0,More than 1,,Gold,92952
59959,Male,Urban,High School,9.55,0,2,,More than 1,A,Gold,108780
33370,Male,Urban,High School,6.35,1,3,5440.0,More than 1,A,Gold,63552
12936,Male,Urban,High School,4.91,0,5,4146.0,More than 1,A,Platinum,62748
24337,Male,Rural,High School,6.83,1,5,0.0,More than 1,B,Platinum,89760
88756,Male,Urban,Bachelor,7.1,1,7,3036.0,1,B,Platinum,59856
56000,Male,Urban,Bachelor,8.78,0,2,7196.0,1,A,Silver,34356
65750,Male,Rural,High School,7.24,1,5,3349.0,More than 1,B,Platinum,74904
35504,Male,Urban,High School,6.03,0,2,3911.0,More than 1,C,Gold,167364
49362,Female,Rural,Bachelor,2.57,0,8,0.0,More than 1,A,Platinum,45936
78339,Female,Rural,Others,4.88,0,8,5589.0,More than 1,B,Gold,51168
19509,Male,Urban,High School,6.82,0,5,6225.0,1,A,Silver,110244
13350,Male,Urban,High School,5.39,0,4,2125.0,More than 1,B,Platinum,279060
41377,Female,Rural,High School,33.8,1,2,0.0,More than 1,B,Platinum,63660
15160,Male,Rural,Bachelor,7.98,1,4,0.0,1,B,Silver,56760
58223,Male,Urban,High School,0.63,0,2,7378.0,More than 1,A,Gold,98880
56739,Male,Urban,High School,2.85,0,7,4207.0,1,B,Platinum,46956
32779,Male,Urban,High School,8.38,0,1,2445.0,1,A,Platinum,36264
62109,Female,Urban,High School,95.84,0,1,5975.0,More than 1,A,Gold,196488
28514,Female,Urban,High School,8.33,1,5,3781.0,1,A,Platinum,36528
68630,Female,Urban,High School,1.19,0,6,6493.0,More than 1,B,Gold,71472
29590,Female,Urban,Bachelor,9.89,1,8,3038.0,More than 1,A,Silver,70284
37269,Male,Urban,High School,2.79,1,7,6164.0,More than 1,B,Gold,102168
54412,Male,Urban,Bachelor,4.03,1,8,0.0,More than 1,A,Gold,48156
31904,Female,Urban,High School,2.44,1,4,3851.0,More than 1,A,Platinum,344832
77133,Male,Urban,Bachelor,2.64,1,6,15016.0,More than 1,A,Platinum,512964
7469,Female,Urban,Others,6.79,0,7,0.0,More than 1,B,Platinum,94104
50279,Male,Urban,Bachelor,5.14,0,1,,More than 1,A,Platinum,109164
70140,Female,,Bachelor,6.72,1,6,14305.0,More than 1,C,Silver,443448
66054,Male,Urban,High School,4.65,0,2,4734.0,More than 1,A,Silver,87348
30200,Female,Urban,High School,4.66,1,2,,More than 1,A,Gold,59316
41876,Male,Rural,Bachelor,9.51,0,3,2234.0,1,A,Silver,64152
26682,Female,Urban,Bachelor,9.85,0,7,2804.0,1,B,Silver,63756
28652,Male,Urban,High School,44.07,1,7,3806.0,More than 1,B,Gold,133032
29975,Male,Urban,Bachelor,9.19,1,6,5061.0,More than 1,,Gold,56796
23280,Male,Rural,Bachelor,7.32,0,7,,1,A,Silver,30804
