id,gender,area,qualification,income,marital_status,vintage,claim_amount,num_policies,policy,type_of_policy,cltv
65870,Male,Urban,Others,16.04,1,8,5028.0,1,B,Gold,61428
3184,Female,,Others,3.25,1,0,0.0,1,B,Silver,32916
70048,Male,Urban,Bachelor,4.46,0,4,6747.0,More than 1,,Platinum,55356
84895,Female,,High School,8.35,0,5,,More than 1,A,Platinum,68028
9779,Male,Urban,Bachelor,9.44,1,5,0.0,More than 1,A,Platinum,63156
33630,Male,Rural,Bachelor,4.27,0,3,4636.0,More than 1,B,Gold,67836
56261,Male,,High School,5.09,1,4,,More than 1,A,Silver,115440
9706,Male,Urban,Bachelor,5.74,1,7,5742.0,More than 1,B,Gold,96408
25645,Female,Rural,High School,64.68,1,0,0.0,1,B,Silver,36744
22383,Female,Urban,High School,4.32,0,6,5495.0,More than 1,A,Silver,100296
14916,Male,,High School,8.25,0,6,6455.0,More than 1,A,Platinum,91392
17840,Female,Urban,Bachelor,7.9,1,1,5042.0,1,,Platinum,31716
33157,Female,Urban,High School,4.93,1,1,7335.0,More than 1,B,Platinum,63228
20250,Male,Urban,High School,5.91,0,6,5643.0,More than 1,A,Platinum,58992
56891,Male,Urban,High School,2.52,1,3,5797.0,More than 1,A,Gold,241140
61567,Male,Urban,Bachelor,81.59,1,5,0.0,1,,Gold,70152
8873,Female,Urban,Bachelor,97.4,1,4,4161.0,More than 1,,Silver,68520
8091,Male,Rural,High School,7.15,1,5,3596.0,More than 1,A,Gold,111144
155,Female,Rural,Bachelor,6.0,1,4,3097.0,1,A,Platinum,34368
10054,Male,Urban,High School,2.03,0,6,2670.0,More than 1,A,Platinum,106668
44562,Female,Rural,High School,8.33,1,7,0.0,More than 1,B,Platinum,64956
65301,Male,Rural,Bachelor,37.07,1,7,2400.0,More than 1,A,Platinum,61476
30582,Female,Rural,Bachelor,8.73,1,2,2384.0,More than 1,A,Platinum,99792
61893,Female,Urban,Others,4.54,1,6,5693.0,More than 1,,Platinum,66636
4858,Male,Urban,High School,4.08,1,2,6963.0,More than 1,A,Gold,243756
16197,Female,Urban,High School,8.23,0,2,4359.0,1,C,Platinum,29028
8571,Male,Urban,Bachelor,8.64,1,5,6056.0,More than 1,A,Platinum,61932
3274,Female,Urban,Bachelor,99.53,0,5,5032.0,1,A,Gold,34800
3218,Female,Urban,High School,2.4,1,6,4457.0,More than 1,,Platinum,123540
75908,Male,Urban,Bachelor,2.74,0,5,6833.0,More than 1,A,Platinum,137892
65384,Female,Urban,High School,9.73,1,0,0.0,More than 1,B,Gold,71808
22732,Male,Rural,Bachelor,4.61,1,4,2436.0,1,B,Platinum,55308
36728,Male,Urban,Bachelor,6.23,1,6,5525.0,1,A,Gold,60840
78525,Female,Rural,Bachelor,9.18,1,1,0.0,More than 1,A,Silver,66360
74025,Male,Rural,High School,7.58,1,1,0.0,1,A,Platinum,37368
24684,Female,Rural,High School,53.23,0,5,2143.0,1,A,Platinum,62520
46310,Male,,High School,,1,5,0.0,1,A,Platinum,33792
48043,Male,Urban,Bachelor,4.33,0,3,2243.0,More than 1,B,Gold,528192
43065,Female,Urban,High School,6.93,0,7,4222.0,More than 1,B,Gold,65904
44881,Female,Rural,High School,39.4,0,8,8004.0,More than 1,A,Silver,113688
29512,Female,,High School,5.41,1,5,0.0,1,C,Platinum,33456
59962,Male,,Bachelor,33.11,1,4,0.0,1,,Platinum,54384
39170,Male,Urban,High School,7.68,1,5,5624.0,1,A,Gold,35364
34695,Male,,Bachelor,5.11,0,8,4285.0,More than 1,A,Platinum,543120
4681,Female,Urban,High School,3.14,1,4,0.0,More than 1,B,Platinum,63720
79692,Male,Rural,Bachelor,2.08,0,2,0.0,1,B,Platinum,29364
70357,Male,Rural,Bachelor,7.81,1,4,3493.0,1,,Platinum,75648
37620,Female,Rural,Bachelor,40.24,1,2,0.0,1,,Platinum,35148
72927,Male,Urban,Bachelor,6.33,1,8,10516.0,More than 1,,Silver,104796
54490,Female,Urban,High School,7.49,1,6,5628.0,1,C,Platinum,59412
49659,Female,Rural,Bachelor,30.79,1,6,0.0,More than 1,B,Platinum,65220
34507,Male,Urban,Bachelor,,1,5,5660.0,1,A,Platinum,31608
22465,Male,Urban,High School,7.2,0,6,5928.0,More than 1,A,Silver,93804
35598,Male,Urban,Bachelor,4.0,1,4,12576.0,More than 1,A,Silver,60036
83079,Female,Urban,High School,6.97,0,5,5545.0,1,A,Silver,35916
51021,Male,Urban,Bachelor,5.37,0,7,6286.0,1,A,Gold,33792
41164,Male,Urban,High School,2.48,1,6,5067.0,More than 1,B,Platinum,99156
12645,Male,Rural,High School,3.74,1,4,3298.0,More than 1,C,Gold,52152
21740,Female,Rural,High School,6.47,0,1,3923.0,1,C,Platinum,36372
48812,Female,Rural,Bachelor,,1,7,0.0,More than 1,A,Gold,53724
88625,Male,Urban,Bachelor,4.7,0,1,5311.0,More than 1,,Platinum,123984
32563,Female,Urban,High School,9.11,1,5,0.0,More than 1,C,Silver,227160
28002,Female,Urban,High School,9.27,0,6,3335.0,More than 1,B,Platinum,70008
8189,Male,Rural,High School,7.01,0,4,2010.0,More than 1,A,Gold,98712
40365,Female,Rural,Bachelor,53.2,1,7,0.0,More than 1,,Platinum,66684
88796,Male,Urban,High School,7.78,1,6,4135.0,More than 1,C,Silver,290196
5700,Female,Rural,Bachelor,6.19,1,5,3578.0,More than 1,B,Gold,61500
49242,Female,Urban,Bachelor,,0,6,6337.0,More than 1,C,Platinum,59556
48271,Female,Rural,High School,9.65,0,6,0.0,More than 1,A,Silver,96108
84043,Male,Urban,Bachelor,9.9,1,4,5925.0,More than 1,A,Platinum,110220
33992,Male,Urban,Others,3.33,0,5,17235.0,1,A,Platinum,49308
53717,Male,Urban,High School,,1,5,6265.0,More than 1,C,Silver,54984
9399,Male,Urban,High School,3.71,0,4,5712.0,More than 1,,Platinum,253248
56911,Male,Urban,High School,2.25,0,6,2975.0,More than 1,B,Silver,66300
43154,Female,Rural,Bachelor,57.19,1,6,0.0,More than 1,B,Platinum,105588
9530,Female,Urban,Bachelor,7.74,1,0,4381.0,1,A,Gold,31500
19904,Female,Rural,High School,5.79,1,6,3955.0,1,A,Platinum,34104
50160,Male,Rural,High School,31.22,1,3,0.0,More than 1,,Silver,102276
44149,Male,Rural,Others,,1,8,5740.0,1,A,Platinum,44580
58978,Male,,High School,7.98,1,6,7722.0,1,A,Gold,239724
45990,Female,Urban,High School,5.37,0,3,,More than 1,A,Gold,58944
18508,Male,Urban,High School,9.01,1,3,0.0,1,A,Platinum,49332
54970,Female,Urban,High School,7.29,0,8,8965.0,More than 1,A,Silver,72132
12798,Male,Urban,High School,5.86,1,7,5827.0,More than 1,A,Silver,94224
20223,Female,Urban,Bachelor,9.57,0,3,0.0,1,B,Silver,34176
20409,Female,Rural,Bachelor,9.14,1,6,0.0,1,A,Platinum,51516
60767,Male,Urban,High School,83.97,1,5,6369.0,1,B,Platinum,32484
29137,Female,Rural,High School,3.93,1,6,5485.0,More than 1,B,Silver,31932
3116,Male,Urban,Bachelor,7.23,1,2,0.0,More than 1,,Platinum,62160
47553,Male,,High School,18.92,1,0,3251.0,1,B,Platinum,100284
11081,Male,Urban,High School,7.53,1,6,4034.0,More than 1,C,Platinum,69396
79565,Male,Rural,Bachelor,9.54,1,6,4021.0,1,A,Silver,52128
18887,Female,Rural,High School,9.04,1,8,3536.0,More than 1,A,Gold,121236
532,Male,Urban,Bachelor,8.74,0,0,5321.0,1,A,Silver,31440
59106,Female,Rural,Bachelor,9.08,1,1,4542.0,1,A,Platinum,37596
12431,Male,,High School,7.85,1,8,2711.0,More than 1,B,Platinum,37020
66539,Male,,High School,12.5,0,0,3619.0,More than 1,A,Platinum,180684
45432,Female,Urban,High School,7.23,0,6,10398.0,More than 1,A,Silver,153120
1052,Female,Rural,Bachelor,48.78,0,4,0.0,More than 1,A,Platinum,62772
20824,Male,Urban,High School,3.48,0,7,,More than 1,A,Platinum,60756
25354,Female,Rural,High School,7.27,1,8,0.0,More than 1,B,Platinum,76560
68229,Male,Urban,High School,,1,5,2419.0,1,A,Platinum,31896
74700,Female,Urban,High School,5.59,0,6,6432.0,More than 1,A,Silver,118776
62251,Male,Urban,High School,6.29,1,6,5270.0,1,B,Platinum,30252
61847,Male,Urban,Bachelor,5.28,1,6,6242.0,More than 1,A,Platinum,73440
82278,Female,Urban,High School,9.89,1,6,7110.0,More than 1,A,Platinum,62232
18386,Male,Urban,Bachelor,8.13,1,6,15552.0,More than 1,A,Silver,101028
12249,Male,Urban,Bachelor,6.57,0,4,2157.0,More than 1,A,Silver,68028
33350,Male,Urban,High School,9.98,1,4,4425.0,More than 1,A,Platinum,79284
56692,Male,Rural,Bachelor,40.82,0,0,0.0,More than 1,A,Platinum,65712
26619,Male,Rural,Bachelor,6.02,1,4,3547.0,1,B,Silver,50280
66604,Male,Urban,High School,3.16,0,7,4219.0,More than 1,B,Silver,263136
36743,Female,Urban,Others,8.8,1,0,3902.0,1,A,Gold,46212
66596,Male,Urban,High School,7.95,0,4,5115.0,More than 1,A,Gold,61656
73489,Male,Urban,Bachelor,6.5,1,8,3858.0,More than 1,A,Silver,456996
77872,Male,Urban,Others,20.28,0,6,8836.0,More than 1,A,Platinum,65652
85241,Male,Urban,Bachelor,8.27,1,5,0.0,1,B,Platinum,37056
13829,Male,Rural,Bachelor,4.06,0,4,3532.0,1,B,Silver,59088
26229,Male,Rural,Others,8.23,1,0,2071.0,1,B,Platinum,60972
9299,Male,Rural,High School,4.18,1,8,5325.0,More than 1,B,Silver,63456
74540,Female,Urban,Bachelor,2.16,0,5,5941.0,1,A,Platinum,48900
50902,Male,Urban,High School,6.97,1,5,3477.0,1,C,Platinum,92196
85401,Male,Rural,High School,7.73,1,4,2112.0,More than 1,B,Platinum,63036
30597,Female,Urban,High School,4.08,0,3,5492.0,More than 1,B,Platinum,70452
64354,Female,Urban,High School,2.41,0,8,16015.0,More than 1,A,Gold,166824
29132,Female,Urban,Bachelor,98.38,0,2,2963.0,More than 1,B,Silver,70380
39668,Male,Urban,High School,2.52,1,4,5156.0,1,A,Silver,63444
46972,Male,Urban,High School,47.6,0,6,0.0,More than 1,A,Platinum,36468
69814,Male,Urban,Bachelor,7.72,1,6,0.0,1,B,Silver,67200
3647,Male,Urban,High School,4.98,0,7,5726.0,More than 1,A,Platinum,47928
18263,Male,Urban,High School,9.16,0,6,4553.0,More than 1,A,Silver,509352
54704,Female,Urban,High School,5.04,1,2,,More than 1,A,Platinum,76824
6807,Female,Rural,High School,75.84,0,3,0.0,More than 1,B,Gold,66576
87256,Female,Rural,High School,8.18,1,5,,More than 1,B,Silver,97848
55633,Male,Urban,Bachelor,4.87,1,7,4053.0,More than 1,B,Platinum,57648
81986,Male,Urban,High School,97.37,1,7,0.0,More than 1,A,Silver,103332
33268,Male,Urban,High School,28.59,0,7,14947.0,More than 1,A,Platinum,468108
45046,Male,,Bachelor,6.62,0,3,,More than 1,A,Platinum,78060
85884,Male,Urban,Bachelor,41.11,1,8,6776.0,More than 1,B,Platinum,69828
64886,Female,Urban,High School,0.77,0,2,5987.0,More than 1,B,Platinum,345564
75324,Male,Urban,High School,8.5,1,0,4934.0,More than 1,A,Platinum,52872
52697,Female,Urban,Bachelor,4.2,0,5,5932.0,1,A,Platinum,34212
64536,Male,Urban,High School,11.05,1,8,11258.0,More than 1,A,Platinum,93564
31803,Male,Urban,High School,9.44,1,2,5404.0,More than 1,A,Platinum,64944
13949,Female,Urban,Bachelor,3.5,1,4,5656.0,More than 1,,Platinum,163176
21612,Female,Urban,High School,8.84,0,4,3321.0,More than 1,A,Platinum,108300
50714,Female,,High School,76.29,1,6,5880.0,1,B,Silver,37932
89240,Male,Rural,High School,7.42,1,6,0.0,1,A,Platinum,31632
54479,Male,Rural,High School,8.19,0,7,0.0,More than 1,B,Platinum,100044
27017,Male,Urban,High School,78.96,1,7,,1,B,Silver,33024
8514,Male,,High School,6.02,1,1,2919.0,1,B,Platinum,47004
22110,Male,Urban,High School,2.53,1,2,5662.0,More than 1,A,Platinum,64392
38415,Male,Rural,Bachelor,9.37,0,8,0.0,More than 1,B,Gold,72336
37300,Male,Rural,Others,7.62,1,8,4088.0,1,B,Silver,33420
84567,Male,Urban,High School,5.82,0,4,11984.0,More than 1,A,Silver,147624
73577,Male,Rural,High School,4.46,1,2,3987.0,More than 1,B,Platinum,58344
28368,Male,Rural,High School,8.96,1,5,0.0,1,,Gold,33792
19651,Male,Rural,Bachelor,96.78,1,7,0.0,More than 1,B,Platinum,98448
60051,Male,Rural,High School,4.89,1,6,0.0,More than 1,B,Platinum,31680
83536,Female,Urban,Bachelor,8.23,1,4,5657.0,1,A,Platinum,28740
76227,Male,Urban,High School,67.99,1,7,3912.0,More than 1,C,Silver,58728
81931,Male,Urban,Bachelor,3.09,1,7,5509.0,1,A,Gold,31188
88510,Male,Rural,Bachelor,8.77,1,6,6112.0,1,A,Gold,56772
35852,Female,Urban,High School,5.82,1,7,0.0,1,A,Platinum,36312
18310,Female,Urban,Bachelor,1.72,0,5,3959.0,More than 1,,Platinum,65832
63919,Male,Urban,High School,5.98,0,7,4084.0,More than 1,,Platinum,62544
28333,Male,Rural,High School,8.61,1,8,0.0,More than 1,A,Platinum,357852
64976,Female,Urban,High School,9.49,0,7,,More than 1,A,Silver,97020
62281,Male,Urban,Bachelor,3.87,0,6,6711.0,More than 1,B,Platinum,457944
18323,Female,Rural,High School,7.75,0,3,2133.0,More than 1,B,Gold,149460
20229,Female,Urban,Bachelor,1.82,1,5,6830.0,More than 1,B,Silver,192396
19800,Male,Urban,High School,7.7,0,2,,More than 1,A,Silver,123396
58623,Male,Urban,Bachelor,7.55,1,6,4000.0,More than 1,A,Platinum,67140
26687,Male,Urban,High School,9.7,1,3,4120.0,More than 1,A,Platinum,49272
82148,Male,Urban,Bachelor,6.09,1,6,0.0,More than 1,A,Gold,67440
62139,Female,Urban,High School,3.94,0,7,10908.0,1,A,Platinum,58512
8693,Female,Urban,High School,9.82,1,6,11154.0,More than 1,A,Gold,115596
31421,Male,Rural,Bachelor,5.03,1,7,0.0,More than 1,C,Gold,531600
28128,Male,Urban,High School,9.52,0,2,4440.0,1,A,Platinum,32304
25324,Male,Urban,High School,3.21,0,5,8148.0,More than 1,B,Platinum,294384
40473,Female,Urban,High School,7.59,1,3,6290.0,More than 1,A,Silver,103644
79012,Male,Urban,High School,77.25,1,4,3652.0,1,A,Platinum,34392
45128,Female,,High School,7.41,1,8,6005.0,More than 1,A,Silver,262008
15314,Female,Urban,High School,7.26,0,7,0.0,More than 1,B,Platinum,63252
70070,Female,,High School,3.95,0,3,0.0,More than 1,B,Platinum,43944
10367,Female,Urban,High School,5.43,0,4,6877.0,More than 1,A,Gold,64668
82522,Female,Urban,Bachelor,5.85,0,8,6665.0,More than 1,A,Gold,65412
29561,Female,Urban,High School,6.12,1,7,13620.0,More than 1,A,Platinum,450900
48623,Male,Urban,Bachelor,9.02,0,8,,More than 1,B,Gold,69408
3494,Female,Rural,Bachelor,46.15,1,2,0.0,More than 1,,Silver,60180
16081,Male,Urban,High School,5.36,1,1,0.0,1,A,Gold,32016
76581,Male,Urban,High School,8.5,1,1,5544.0,1,C,Platinum,31368
24213,Female,Urban,Bachelor,1.96,0,6,4300.0,More than 1,B,Platinum,67320
14228,Male,Urban,High School,5.12,1,3,0.0,More than 1,A,Platinum,107964
5521,Male,Urban,Bachelor,9.77,1,7,4113.0,1,A,Silver,58068
89195,Female,Urban,Bachelor,3.42,1,3,5893.0,More than 1,,Silver,64236
63475,Male,Rural,High School,7.1,1,1,0.0,More than 1,C,Gold,360852
358,Male,Rural,High School,67.82,0,4,4604.0,1,A,Platinum,34536
13416,Female,Urban,Bachelor,59.35,0,5,5786.0,1,A,Platinum,61524
39484,Male,Urban,High School,5.26,0,5,10003.0,More than 1,C,Platinum,137160
44443,Male,Rural,Others,5.49,1,7,0.0,1,,Gold,34584
81347,Male,Rural,Bachelor,8.41,0,2,3946.0,More than 1,B,Platinum,116424
52485,Female,Rural,High School,6.44,0,5,2155.0,More than 1,A,Platinum,101724
17620,Female,Rural,Bachelor,2.42,1,4,2217.0,More than 1,A,Platinum,304884
34735,Male,Rural,Bachelor,5.9,0,6,6533.0,More than 1,C,Silver,97656
76058,Female,Urban,High School,8.93,0,7,2027.0,More than 1,B,Platinum,179952
52525,Male,Urban,High School,11.47,0,5,3769.0,1,A,Gold,57288
84190,Male,Urban,Bachelor,5.36,1,7,8041.0,More than 1,,Gold,106020
80222,Female,Urban,High School,9.81,0,5,9341.0,More than 1,C,Platinum,248940
84654,Female,Urban,High School,9.03,1,6,0.0,More than 1,A,Gold,125544
84800,Female,Urban,Bachelor,7.46,1,8,2247.0,More than 1,A,Platinum,55044
27783,Female,Urban,High School,7.17,1,0,3687.0,More than 1,A,Silver,176808
22997,Female,Urban,Bachelor,6.06,0,3,5526.0,1,,Gold,30828
81688,Male,Urban,Bachelor,52.38,0,1,5870.0,1,C,Silver,28488
68743,Male,Rural,High School,7.95,1,5,3959.0,More than 1,A,Platinum,60312
62021,Male,Rural,Bachelor,,0,2,0.0,1,B,Platinum,65184
17294,Male,Urban,High School,8.61,1,4,6653.0,1,B,Gold,66636
61376,Male,Urban,Bachelor,7.67,1,5,4887.0,1,A,Platinum,30480
30197,Female,Urban,Bachelor,5.2,1,1,5062.0,1,,Gold,61464
19557,Male,Rural,Bachelor,,1,6,0.0,More than 1,B,Platinum,69480
2947,Male,Urban,Bachelor,6.64,0,8,5318.0,More than 1,B,Gold,58320
21609,Male,Urban,Bachelor,9.98,1,7,8638.0,More than 1,B,Gold,63108
24783,Male,Urban,Others,97.09,1,5,2674.0,1,A,Silver,37236
35656,Male,Urban,Bachelor,8.66,1,3,10448.0,More than 1,C,Gold,125724
71112,Male,Urban,Bachelor,2.92,1,5,0.0,More than 1,A,Platinum,89436
36723,Female,Urban,Bachelor,0.28,0,3,3778.0,1,A,Gold,61812
87609,Male,Rural,High School,7.55,1,5,0.0,1,B,Platinum,33384
39182,Female,Rural,Bachelor,9.0,0,8,2432.0,More than 1,A,Platinum,65112
65455,Female,Urban,Bachelor,,1,7,6048.0,1,C,Gold,33276
75841,Female,Rural,Bachelor,88.78,1,1,5552.0,More than 1,B,Platinum,86064
6721,Male,Urban,Bachelor,5.79,1,6,6207.0,1,A,Platinum,37992
988,Male,Urban,High School,69.67,1,6,2907.0,More than 1,A,Silver,392772
37945,Male,Urban,High School,,1,8,6349.0,More than 1,A,Gold,105336
42965,Male,Urban,Bachelor,2.11,1,8,3685.0,More than 1,B,Silver,68436
46219,Female,Urban,High School,38.7,1,7,6274.0,1,A,Platinum,65676
44243,Female,Urban,Bachelor,7.92,1,4,4704.0,1,,Platinum,34380
43963,Male,Rural,Bachelor,57.55,1,6,0.0,1,A,Platinum,28272
21049,Female,Urban,High School,6.24,0,2,12627.0,More than 1,A,Platinum,109644
71735,Female,Urban,High School,,0,5,4057.0,More than 1,A,Gold,152592
47254,Female,Urban,High School,5.95,0,7,7812.0,More than 1,A,Gold,71016
25264,Male,Urban,High School,7.39,1,3,3063.0,More than 1,B,Silver,115368
30167,Male,Urban,Bachelor,5.54,0,3,9640.0,More than 1,A,Platinum,61740
6213,Male,,Bachelor,9.3,0,5,2385.0,More than 1,A,Platinum,110592
20267,Male,Rural,Others,9.28,1,1,3736.0,More than 1,C,Gold,119892
40355,Male,Urban,Bachelor,6.9,0,8,6610.0,1,B,Silver,105660
75757,Female,Urban,Bachelor,8.37,1,7,3930.0,More than 1,A,Gold,68340
59019,Male,Rural,High School,33.12,0,6,0.0,1,,Silver,58332
40038,Female,Rural,Others,5.88,0,4,0.0,More than 1,B,Silver,68544
65247,Female,Rural,Bachelor,5.84,0,1,0.0,More than 1,A,Platinum,64416
52530,Male,Urban,Bachelor,8.69,1,8,0.0,More than 1,,Platinum,60816
38018,Female,Urban,Bachelor,5.88,1,5,2417.0,More than 1,A,Gold,66180
17945,Male,Urban,High School,4.98,0,5,6253.0,More than 1,A,Silver,168276
49071,Female,Rural,Bachelor,7.14,1,5,0.0,More than 1,A,Gold,117516
47185,Female,Urban,Others,14.24,1,7,4290.0,1,B,Silver,65016
47403,Female,Urban,High School,7.9,1,6,7357.0,More than 1,A,Platinum,67356
39639,Male,Urban,Bachelor,6.69,1,6,2571.0,More than 1,A,Platinum,61644
86314,Female,,Bachelor,8.03,0,6,5527.0,More than 1,C,Platinum,341496
81480,Male,Urban,Bachelor,2.66,1,5,4213.0,1,A,Platinum,34536
11323,Male,Rural,High School,9.78,0,5,4586.0,More than 1,B,Gold,92268
43951,Male,Urban,High School,5.16,1,7,5950.0,More than 1,C,Platinum,309132
511,Male,Rural,Bachelor,5.52,0,8,2650.0,More than 1,C,Gold,62724
39570,Male,Rural,Bachelor,96.48,1,6,0.0,More than 1,A,Silver,70740
22641,Male,Rural,High School,97.43,1,5,2746.0,1,,Platinum,29556
59252,Male,,Bachelor,8.54,1,7,3278.0,More than 1,A,Gold,60528
58205,Female,Urban,High School,3.33,1,1,4025.0,More than 1,C,Silver,100704
34077,Female,Urban,Bachelor,3.67,0,2,2317.0,1,A,Silver,43836
46030,Female,Urban,High School,6.62,0,2,9562.0,More than 1,C,Platinum,99600
55669,Male,Urban,High School,6.03,0,1,7140.0,1,A,Platinum,32760
25454,Male,Urban,High School,5.41,1,4,3168.0,More than 1,A,Silver,73956
5254,Female,Rural,High School,6.39,0,5,0.0,1,A,Platinum,33228
43879,Male,Rural,High School,7.81,0,6,3799.0,1,,Gold,332088
26543,Male,Rural,Bachelor,9.28,0,6,0.0,More than 1,A,Platinum,58620
51413,Male,,Others,2.96,0,6,9865.0,More than 1,B,Silver,220044
74732,Male,Urban,High School,31.5,0,2,4059.0,1,A,Platinum,31776
72329,Female,Rural,High School,6.77,1,5,0.0,1,A,Platinum,66672
71022,Male,Urban,Bachelor,5.64,0,6,4089.0,More than 1,A,Platinum,59712
86000,Male,Rural,High School,8.34,0,5,3063.0,More than 1,,Silver,109836
35097,Female,Rural,High School,73.32,0,2,0.0,More than 1,A,Silver,248580
55830,Male,Urban,Bachelor,,0,5,0.0,1,C,Platinum,391488
56460,Female,Urban,High School,68.03,0,6,4887.0,More than 1,B,Platinum,187080
16551,Male,,Bachelor,27.06,1,4,3988.0,1,A,Silver,31104
79293,Male,Rural,Bachelor,6.04,1,5,4928.0,More than 1,B,Platinum,53040
3066,Female,Urban,High School,4.45,0,8,2476.0,More than 1,A,Gold,101808
44978,Female,Urban,Bachelor,5.42,0,5,5835.0,More than 1,A,Platinum,89376
83377,Male,Urban,High School,77.24,0,1,2083.0,1,A,Platinum,31320
72777,Male,Urban,Bachelor,,1,4,4481.0,More than 1,,Silver,302016
11988,Male,Urban,High School,7.02,1,1,,1,A,Platinum,49764
52617,Male,Rural,High School,30.7,0,0,0.0,1,A,Platinum,35292
79398,Female,Rural,Others,7.21,1,4,0.0,1,A,Platinum,48660
53760,Male,Urban,High School,,0,1,,More than 1,A,Gold,59148
34485,Male,Urban,Bachelor,3.58,1,5,7886.0,More than 1,,Platinum,60516
81474,Male,Urban,Bachelor,7.13,1,0,6271.0,1,A,Platinum,32712
44428,Female,Rural,Bachelor,71.89,1,7,0.0,More than 1,B,Silver,75852
24845,Female,Urban,Bachelor,8.92,1,5,4288.0,1,A,Gold,34776
6002,Male,Urban,High School,5.16,1,5,10390.0,More than 1,,Platinum,70836
67192,Male,Rural,Bachelor,9.37,1,2,2171.0,1,C,Silver,34740
69552,Male,Urban,Bachelor,66.67,1,3,,More than 1,A,Platinum,100212
49656,Female,Urban,High School,0.99,0,7,6172.0,More than 1,A,Silver,66516
9751,Male,Rural,Bachelor,7.72,1,6,2064.0,More than 1,B,Platinum,30492
9241,Male,Urban,Bachelor,7.51,0,5,7691.0,1,A,Silver,56580
33544,Female,Urban,High School,1.82,1,4,6081.0,1,A,Platinum,29544
3863,Male,Urban,Bachelor,7.29,1,6,7712.0,1,B,Platinum,31356
54930,Male,Urban,Bachelor,6.45,0,0,0.0,More than 1,B,Platinum,228336
11878,Male,Urban,High School,9.12,0,7,2955.0,1,A,Platinum,32232
6544,Male,Rural,High School,94.16,1,4,3769.0,More than 1,A,Gold,138948
10004,Male,Urban,Bachelor,6.46,1,5,2954.0,More than 1,B,Platinum,65376
11360,Male,Urban,High School,3.0,1,4,9818.0,More than 1,A,Gold,293832
14044,Male,Rural,High School,5.37,1,4,0.0,1,B,Platinum,32196
84744,Male,Urban,Bachelor,4.5,0,5,4558.0,More than 1,B,Silver,65088
199,Female,Urban,High School,6.65,0,6,6365.0,More than 1,A,Platinum,70020
75414,Male,Urban,High School,2.2,1,6,3818.0,More than 1,A,Platinum,176388
6199,Male,Urban,High School,7.03,1,1,4315.0,1,A,Gold,104400
3377,Male,Rural,Bachelor,8.37,0,4,0.0,More than 1,A,Platinum,101472
79721,Male,Urban,Bachelor,2.57,0,5,,More than 1,B,Silver,104628
75153,Male,Urban,High School,4.06,1,2,7249.0,More than 1,A,Silver,101760
