id,gender,area,qualification,income,marital_status,vintage,claim_amount,num_policies,policy,type_of_policy,cltv
52346,Male,Urban,High School,1.34,1,7,6117.0,More than 1,A,Gold,65652
10549,Male,Urban,Bachelor,,0,3,4011.0,1,C,Gold,44088
34162,Female,Urban,Bachelor,4.97,1,5,5805.0,More than 1,A,Platinum,67416
28374,Female,Urban,High School,7.66,0,0,7926.0,More than 1,A,Silver,115464
67452,Male,Rural,High School,6.54,1,5,0.0,1,A,Platinum,34992
66628,Male,Urban,High School,6.93,1,1,3536.0,More than 1,A,Silver,64932
28031,Female,Rural,High School,5.6,0,7,0.0,More than 1,B,Platinum,68736
86809,Female,Rural,High School,6.62,1,5,0.0,More than 1,A,Silver,65568
12012,Male,Urban,High School,9.61,0,4,9146.0,More than 1,A,Platinum,65064
54002,Male,Rural,Bachelor,,0,4,0.0,More than 1,A,Platinum,100416
15566,Male,Urban,Bachelor,2.75,0,6,0.0,More than 1,B,Platinum,247212
62899,Male,Urban,High School,4.7,1,8,6647.0,More than 1,A,Platinum,58548
73034,Male,Urban,High School,2.27,1,2,6659.0,More than 1,C,Platinum,66468
55480,Male,Urban,High School,87.77,1,4,3263.0,More than 1,B,Silver,99156
72618,Male,Urban,High School,9.91,0,2,2799.0,More than 1,A,Platinum,69552
72143,Female,Rural,Bachelor,6.79,1,4,2768.0,More than 1,A,Platinum,201420
53452,Female,Urban,Bachelor,,1,4,3426.0,More than 1,A,Platinum,84468
63462,Female,Rural,Bachelor,7.5,0,4,0.0,More than 1,C,Platinum,100152
88331,Male,Urban,High School,19.3,1,7,3677.0,1,C,Platinum,35460
37264,Female,Urban,High School,5.28,0,7,6700.0,More than 1,A,Platinum,105432
43820,Male,,High School,6.27,0,1,0.0,More than 1,B,Silver,95136
39899,Female,Urban,Bachelor,2.28,0,4,15218.0,More than 1,B,Platinum,68724
52081,Female,Urban,High School,7.24,1,4,3953.0,1,A,Silver,32772
76788,Female,Urban,Others,2.12,0,3,6812.0,More than 1,A,Gold,63492
88443,Female,Urban,Others,5.46,1,1,4798.0,1,A,Platinum,30888
32234,Female,Urban,Others,4.52,1,6,0.0,1,B,Silver,35832
13066,Male,Urban,Others,3.68,0,1,0.0,More than 1,C,Gold,111324
17324,Male,Urban,High School,8.06,1,5,6196.0,1,C,Silver,33180
51431,Male,,High School,6.47,0,7,3687.0,1,A,Gold,34740
29960,Male,Urban,Bachelor,7.88,0,3,3813.0,1,B,Platinum,36732
49853,Female,Rural,High School,8.81,0,4,3221.0,More than 1,B,Platinum,263076
10580,Female,Urban,Bachelor,77.28,1,2,3565.0,More than 1,A,Gold,61332
39669,Male,Urban,High School,8.61,0,8,13035.0,More than 1,A,Silver,394728
26230,Female,Rural,High School,5.13,0,3,0.0,More than 1,B,Platinum,63744
45451,Male,Urban,Bachelor,6.2,1,5,2824.0,1,A,Platinum,66648
42504,Male,Urban,Bachelor,64.19,1,5,3289.0,More than 1,A,Platinum,35340
32709,Female,Urban,High School,64.92,1,2,0.0,More than 1,,Gold,58836
65590,Female,Urban,Bachelor,8.56,0,5,3747.0,More than 1,B,Platinum,117768
69866,Male,Urban,High School,7.75,1,8,9140.0,More than 1,B,Platinum,95580
46565,Female,Urban,Bachelor,2.16,0,2,10952.0,More than 1,B,Platinum,104448
46636,Female,Urban,High School,,1,6,3800.0,1,A,Silver,29412
72196,Male,Rural,Bachelor,5.1,1,7,0.0,More than 1,B,Silver,71172
43794,Male,Urban,Bachelor,5.59,1,6,6648.0,More than 1,A,Platinum,30228
22061,Male,Urban,Bachelor,6.71,0,4,,More than 1,A,Platinum,90456
77780,Male,,Bachelor,98.96,1,8,2205.0,More than 1,A,Gold,87204
16829,Female,Urban,High School,5.63,0,1,4846.0,More than 1,A,Platinum,52596
2917,Female,Urban,High School,5.67,0,3,5121.0,More than 1,A,Platinum,182556
37929,Male,Urban,Bachelor,27.26,0,1,4140.0,More than 1,B,Platinum,274716
80428,Male,Urban,High School,7.65,0,8,2853.0,More than 1,B,Platinum,60492
43348,Female,Urban,High School,7.04,0,7,3215.0,More than 1,B,Platinum,157704
74086,Male,Rural,Bachelor,9.43,1,1,3277.0,More than 1,A,Platinum,97608
35843,Female,Urban,Bachelor,6.75,0,0,5216.0,1,A,Platinum,32676
14305,Male,Urban,High School,3.63,1,7,5898.0,More than 1,A,Platinum,335748
25488,Male,,Bachelor,7.01,0,1,5283.0,More than 1,A,Platinum,502020
25793,Female,Rural,High School,5.32,1,8,2494.0,More than 1,A,Gold,151992
79941,Female,Rural,High School,8.93,1,6,,More than 1,A,Platinum,107400
18404,Female,Urban,Bachelor,7.8,0,5,,1,A,Platinum,31812
66222,Male,Urban,High School,8.91,1,1,6704.0,More than 1,A,Platinum,95112
54884,Female,Urban,High School,6.31,1,8,6658.0,More than 1,C,Silver,58320
61866,Male,Urban,High School,6.52,1,6,5579.0,More than 1,A,Platinum,464964
59352,Male,Urban,High School,5.05,0,2,10429.0,More than 1,A,Silver,319452
5126,Male,Urban,Bachelor,90.02,1,2,4048.0,1,A,Platinum,47664
6001,Female,Urban,Others,3.91,1,5,5359.0,1,A,Silver,61908
21133,Male,Rural,High School,2.87,0,7,0.0,More than 1,B,Silver,296400
67539,Female,Urban,High School,7.14,1,4,,More than 1,A,Platinum,71448
10050,Female,Urban,High School,4.04,0,5,7060.0,More than 1,A,Platinum,74616
22917,Male,Urban,High School,2.9,0,1,6347.0,More than 1,A,Gold,79368
54463,Female,Rural,High School,2.26,1,6,0.0,1,B,Platinum,52512
2334,Female,Rural,Bachelor,84.13,1,2,0.0,More than 1,A,Platinum,65772
77035,Female,Urban,High School,2.01,0,1,6885.0,More than 1,A,Platinum,63540
81861,Female,Urban,Bachelor,5.73,0,4,5229.0,More than 1,A,Platinum,352560
29966,Female,Urban,High School,9.83,1,7,3289.0,More than 1,B,Silver,111732
44005,Male,Urban,High School,,1,7,2938.0,1,A,Gold,39120
74376,Male,Urban,High School,68.25,0,3,3084.0,More than 1,A,Platinum,69804
36630,Female,Rural,High School,9.79,1,5,0.0,More than 1,A,Silver,76728
35556,Male,Urban,Bachelor,,1,8,0.0,More than 1,B,Platinum,62364
9869,Female,Rural,High School,6.62,0,4,0.0,1,C,Silver,42240
53362,Male,Rural,Bachelor,9.4,0,7,0.0,More than 1,B,Platinum,73512
27206,Male,Urban,High School,,1,3,3946.0,1,,Gold,30840
33172,Male,Rural,Bachelor,3.0,0,3,5413.0,More than 1,C,Platinum,76932
43030,Female,Urban,High School,7.25,0,8,0.0,More than 1,B,Platinum,42744
12314,Male,,Bachelor,3.46,1,4,,More than 1,B,Silver,60408
4574,Female,Rural,High School,6.9,1,4,0.0,More than 1,B,Platinum,107352
45250,Male,Urban,High School,5.22,1,1,8173.0,More than 1,,Platinum,93192
85685,Female,Rural,Bachelor,5.16,1,0,2721.0,More than 1,A,Gold,61092
3679,Female,Urban,High School,4.53,1,5,6621.0,More than 1,A,Platinum,67320
45047,Female,Rural,High School,6.64,0,4,0.0,More than 1,C,Platinum,104376
49140,Female,Urban,High School,,1,2,7845.0,More than 1,C,Platinum,183468
49560,Male,Urban,Bachelor,2.53,0,5,4680.0,More than 1,B,Platinum,71556
78450,Male,Urban,Bachelor,4.08,0,5,3747.0,More than 1,B,Platinum,87564
61424,Female,Rural,Bachelor,67.41,1,4,,More than 1,A,Platinum,118500
78689,Female,Urban,High School,7.58,1,2,,1,B,Silver,44796
41191,Male,Rural,Bachelor,67.32,1,8,2090.0,More than 1,B,Platinum,75372
66204,Female,Rural,Bachelor,6.73,1,2,0.0,More than 1,A,Silver,102204
23428,Female,,High School,9.34,0,6,3694.0,1,A,Silver,33888
39876,Female,Urban,Bachelor,2.44,0,2,6637.0,1,A,Silver,32736
68864,Female,Rural,Bachelor,75.26,1,4,0.0,1,B,Gold,36804
18516,Male,,High School,2.11,1,6,7557.0,More than 1,B,Silver,66600
69216,Female,Rural,High School,52.96,1,2,2789.0,More than 1,A,Platinum,163128
49376,Female,Urban,High School,2.67,0,5,0.0,More than 1,A,Gold,86112
84842,Male,,Bachelor,8.4,1,3,4269.0,More than 1,A,Platinum,65436
30360,Female,Urban,High School,4.87,0,4,5494.0,More than 1,A,Platinum,59484
25628,Female,Rural,High School,5.6,0,3,2674.0,More than 1,A,Silver,109896
60841,Female,Urban,High School,3.75,0,6,,More than 1,A,Platinum,141588
22289,Female,Rural,High School,70.01,1,3,2760.0,More than 1,B,Silver,70224
72846,Female,Urban,Bachelor,7.09,1,8,6106.0,1,A,Platinum,57156
22180,Female,Rural,High School,6.96,1,1,2999.0,More than 1,A,Platinum,67272
5577,Female,Rural,High School,6.71,0,8,0.0,More than 1,A,Silver,94368
508,Female,Urban,Bachelor,2.64,0,4,9321.0,1,A,Gold,60576
61478,Female,Urban,High School,9.48,1,5,4093.0,More than 1,B,Gold,303288
10208,Male,Urban,High School,2.79,0,5,5906.0,1,B,Silver,36576
69597,Female,Urban,High School,64.63,0,5,5326.0,1,A,Platinum,52596
84296,Male,Urban,High School,94.53,1,5,4988.0,More than 1,B,Silver,64284
79059,Male,Urban,Bachelor,5.23,1,2,0.0,1,A,Platinum,31596
66096,Male,Urban,Bachelor,4.41,1,7,2410.0,More than 1,B,Platinum,69960
73863,Male,Rural,Bachelor,3.21,0,3,0.0,1,A,Gold,35412
63975,Female,Urban,High School,4.9,1,6,5392.0,More than 1,A,Platinum,139776
83788,Male,Urban,Bachelor,9.97,1,6,7714.0,More than 1,A,Platinum,160236
57415,Male,Urban,Others,7.85,1,0,4130.0,1,A,Platinum,34176
68465,Female,Urban,High School,4.25,0,5,7817.0,More than 1,A,Platinum,260256
52564,Female,Urban,Bachelor,2.72,0,7,17792.0,More than 1,A,Silver,69588
72229,Male,Urban,Bachelor,9.79,1,8,6377.0,More than 1,A,Gold,183480
20227,Male,Urban,Bachelor,7.94,1,2,,More than 1,A,Platinum,91416
86697,Female,Rural,Bachelor,8.35,0,6,0.0,1,A,Gold,35952
38339,Female,Urban,Bachelor,3.97,0,6,13768.0,More than 1,B,Platinum,107724
37597,Female,,Bachelor,0.78,1,5,6321.0,1,A,Silver,70080
8961,Male,Urban,High School,5.7,0,4,10996.0,More than 1,A,Platinum,113712
59846,Male,Rural,Bachelor,21.57,1,7,0.0,More than 1,A,Platinum,63876
20938,Male,Urban,Bachelor,78.43,1,4,6076.0,1,A,Silver,35220
57142,Male,Urban,Bachelor,5.67,1,7,11072.0,1,B,Silver,65784
72161,Male,Rural,Bachelor,8.66,1,5,2305.0,More than 1,B,Platinum,66636
37675,Male,Rural,High School,9.92,1,6,3676.0,1,B,Platinum,35832
75353,Female,Urban,High School,,0,5,5399.0,More than 1,A,Platinum,74256
20538,Male,Urban,Bachelor,6.3,1,4,4131.0,More than 1,A,Gold,96600
16993,Female,Urban,Bachelor,0.73,1,6,9720.0,More than 1,A,Silver,108012
32450,Female,Rural,High School,5.3,0,4,2638.0,More than 1,C,Silver,94284
25969,Male,Urban,Bachelor,9.77,1,4,3139.0,1,B,Platinum,54408
58026,Female,Urban,Bachelor,4.98,0,6,5687.0,More than 1,C,Gold,94728
17563,Female,Urban,High School,13.87,1,3,3827.0,More than 1,A,Gold,298920
1683,Male,Urban,Bachelor,4.44,0,6,7333.0,1,C,Platinum,62472
27892,Male,Urban,High School,9.78,1,5,3921.0,More than 1,A,Silver,99012
11298,Female,Urban,High School,,1,7,5809.0,More than 1,C,Platinum,59484
19847,Male,Urban,High School,4.38,0,4,5242.0,More than 1,A,Silver,62640
68795,Female,Rural,Bachelor,84.38,0,7,0.0,More than 1,A,Platinum,516876
84660,Male,Urban,High School,9.41,1,2,10758.0,More than 1,A,Platinum,48768
71079,Female,Urban,Others,40.09,0,7,2617.0,1,A,Silver,33696
5375,Male,Rural,Bachelor,85.41,1,2,0.0,1,B,Platinum,28812
18663,Male,Urban,High School,7.92,1,1,4657.0,1,A,Gold,32916
17991,Male,Rural,Bachelor,5.35,1,1,4996.0,More than 1,B,Silver,303432
30617,Male,Urban,Bachelor,8.39,1,0,2052.0,1,A,Platinum,63096
59251,Female,Urban,High School,6.86,0,6,8955.0,More than 1,A,Silver,69168
51955,Male,Urban,High School,,1,6,9935.0,More than 1,B,Silver,73068
67642,Female,Rural,High School,7.36,0,1,5498.0,More than 1,C,Platinum,93732
56231,Male,Urban,High School,5.75,0,4,,1,C,Silver,46920
26785,Female,Urban,Bachelor,7.25,1,4,8576.0,More than 1,A,Silver,64560
39783,Female,Urban,High School,,0,6,0.0,More than 1,C,Silver,67500
32826,Male,Rural,Bachelor,5.32,1,6,3895.0,More than 1,A,Gold,98808
43041,Female,Urban,High School,5.46,0,1,11199.0,1,A,Gold,45096
42536,Male,Urban,Bachelor,8.57,0,7,,More than 1,A,Platinum,62976
64061,Female,Urban,High School,,0,7,3280.0,More than 1,C,Gold,61116
53191,Female,,High School,7.1,0,8,4875.0,More than 1,B,Silver,35340
32519,Male,Urban,High School,6.87,1,5,2405.0,More than 1,A,Platinum,275304
22456,Male,Urban,High School,4.89,0,6,,More than 1,B,Platinum,105612
73176,Male,Urban,High School,1.82,0,5,,More than 1,A,Gold,67812
25919,Female,Urban,Bachelor,2.81,1,6,0.0,More than 1,A,Platinum,374928
67827,Male,Urban,Bachelor,5.41,0,4,15268.0,More than 1,A,Platinum,51312
40442,Male,Urban,Bachelor,85.51,1,8,2914.0,More than 1,,Platinum,63816
22424,Female,Urban,Bachelor,8.82,1,2,5976.0,More than 1,A,Platinum,120204
65317,Male,Urban,Others,8.32,1,2,9097.0,More than 1,A,Gold,152712
664,Female,Urban,Bachelor,3.51,0,2,3720.0,More than 1,B,Platinum,157212
42653,Female,Urban,High School,4.52,0,5,5079.0,More than 1,C,Gold,59772
45321,Male,Urban,Bachelor,2.87,1,2,,1,C,Platinum,32520
20743,Male,Rural,Bachelor,,1,3,0.0,More than 1,B,Gold,62928
84811,Male,Urban,Bachelor,4.81,0,3,10490.0,More than 1,A,Platinum,132660
67333,Female,Urban,High School,83.99,0,1,3878.0,1,A,Platinum,31380
46180,Female,,High School,85.73,1,5,2206.0,1,A,Gold,47568
44898,Female,Rural,High School,74.08,1,6,0.0,1,A,Gold,41748
18276,Female,Urban,High School,2.15,0,4,6162.0,1,A,Platinum,41016
28392,Male,Rural,High School,36.93,1,1,5871.0,More than 1,A,Silver,109968
14428,Male,Rural,Bachelor,5.04,1,2,,More than 1,A,Platinum,61728
76993,Male,,High School,3.93,0,3,0.0,More than 1,A,Gold,68100
18265,Male,Urban,High School,7.13,1,7,7648.0,More than 1,B,Silver,107172
74305,Male,Urban,High School,5.92,1,2,4814.0,1,A,Platinum,52932
35967,Female,Urban,High School,5.8,0,4,8694.0,More than 1,A,Platinum,45564
54910,Female,Urban,High School,9.78,1,3,2173.0,1,B,Platinum,54288
71162,Male,Urban,Bachelor,6.81,0,5,6647.0,1,,Gold,66840
87201,Female,Urban,Bachelor,8.0,0,4,,More than 1,,Gold,87672
30490,Female,Urban,Bachelor,8.52,1,3,7620.0,More than 1,A,Platinum,303636
4344,Male,Rural,High School,7.77,0,5,0.0,More than 1,A,Silver,65988
87371,Male,Urban,High School,86.93,0,4,3031.0,More than 1,A,Platinum,73572
16228,Female,Rural,Bachelor,5.48,1,4,2965.0,1,B,Platinum,32448
8332,Male,Rural,High School,8.05,1,2,2358.0,More than 1,C,Gold,189972
71460,Male,Urban,High School,7.25,1,1,6463.0,1,A,Silver,39732
1951,Male,Urban,Bachelor,35.67,1,7,4721.0,More than 1,A,Platinum,109764
78393,Male,Urban,High School,8.39,1,7,7411.0,1,B,Gold,56232
21127,Female,Rural,Bachelor,8.86,1,5,0.0,1,B,Platinum,67884
53721,Male,Urban,High School,7.66,1,6,2375.0,More than 1,,Platinum,66240
74160,Male,Urban,High School,41.3,0,3,6620.0,1,,Platinum,28116
7015,Female,,High School,2.82,1,3,6387.0,1,,Platinum,45756
38120,Female,Urban,High School,7.41,0,4,,More than 1,A,Gold,100788
27493,Female,Rural,Bachelor,74.69,0,7,0.0,More than 1,B,Platinum,102348
88198,Female,Urban,High School,5.19,1,6,4023.0,More than 1,A,Platinum,64428
20910,Female,Rural,High School,,1,5,6950.0,1,A,Gold,49368
65564,Female,Urban,High School,2.99,0,4,5171.0,More than 1,B,Gold,62016
86619,Female,Rural,Bachelor,5.46,1,7,0.0,More than 1,A,Silver,88572
28685,Female,Urban,Bachelor,9.39,1,8,8207.0,More than 1,C,Platinum,64716
64590,Male,Urban,High School,8.39,1,7,6039.0,More than 1,A,Platinum,257556
18504,Male,Urban,Bachelor,8.85,0,5,4133.0,More than 1,C,Gold,116004
1104,Female,Rural,Bachelor,8.85,0,6,2677.0,More than 1,A,Platinum,100488
47474,Male,Urban,Bachelor,3.87,0,7,12193.0,More than 1,A,Platinum,105780
74235,Female,Urban,Bachelor,42.17,0,6,,More than 1,A,Gold,313296
23149,Female,Urban,High School,1.88,1,5,,More than 1,A,Platinum,69168
8551,Female,Urban,High School,6.86,1,5,5431.0,1,A,Gold,35952
58065,Male,Rural,High School,6.81,1,8,5844.0,More than 1,A,Platinum,110472
29857,Male,Urban,High School,6.47,0,7,9018.0,More than 1,A,Platinum,73308
54495,Male,Urban,Bachelor,9.63,0,1,6601.0,More than 1,C,Gold,230940
2978,Male,Urban,High School,7.58,0,5,9055.0,More than 1,A,Platinum,177204
72596,Female,Rural,Others,88.2,0,6,2805.0,1,A,Gold,54696
27978,Male,Urban,High School,8.62,0,8,0.0,More than 1,A,Gold,100020
72353,Female,Urban,High School,6.99,1,6,6216.0,1,A,Platinum,29868
11434,Male,Urban,High School,5.79,1,6,2878.0,1,B,Platinum,72720
59461,Male,Urban,Bachelor,7.66,1,5,2659.0,More than 1,A,Platinum,94116
83584,Male,Urban,Bachelor,7.1,1,7,3758.0,More than 1,A,Gold,290748
10938,Male,,Bachelor,6.65,1,5,0.0,1,A,Silver,46704
88595,Male,Urban,Bachelor,4.4,0,7,3737.0,More than 1,A,Platinum,58668
71577,Female,Urban,High School,3.76,1,6,5495.0,More than 1,A,Platinum,192624
42085,Male,Urban,Bachelor,3.51,0,7,9377.0,1,B,Gold,35160
87692,Male,Urban,High School,5.32,1,1,3843.0,More than 1,B,Silver,446400
14392,Male,Rural,Bachelor,12.1,1,7,0.0,1,A,Platinum,58908
77070,Male,Rural,Bachelor,28.18,1,7,0.0,More than 1,B,Platinum,65076
38295,Female,Urban,High School,2.92,1,0,2511.0,More than 1,A,Platinum,108960
68709,Female,Urban,High School,93.25,0,2,2151.0,1,B,Platinum,31104
4792,Male,Rural,Bachelor,2.56,0,6,2027.0,More than 1,B,Gold,89364
17836,Male,Urban,Bachelor,7.06,0,4,5547.0,1,A,Platinum,60816
35502,Male,Rural,Bachelor,9.06,1,0,0.0,1,A,Platinum,35628
12641,Female,Urban,Bachelor,8.47,0,1,5715.0,More than 1,A,Platinum,63432
71107,Female,Urban,High School,6.58,1,1,6048.0,More than 1,A,Platinum,379872
81028,Male,Urban,Bachelor,2.45,0,6,3048.0,1,B,Silver,32352
56981,Male,Urban,Bachelor,2.14,1,3,6164.0,More than 1,A,Gold,235752
5020,Male,Urban,High School,7.53,0,6,3254.0,More than 1,C,Gold,315216
33584,Male,Urban,High School,3.12,0,1,8837.0,More than 1,A,Silver,94644
85782,Female,Urban,High School,98.48,1,7,3847.0,More than 1,A,Platinum,60660
6323,Female,Urban,Bachelor,9.37,1,4,2216.0,1,A,Silver,62280
67317,Female,Urban,High School,7.61,1,5,2992.0,More than 1,A,Silver,91332
20561,Female,Urban,High School,,0,5,6197.0,More than 1,A,Platinum,286308
61289,Female,Urban,Bachelor,2.93,0,2,13025.0,More than 1,A,Platinum,598236
20670,Male,Urban,Bachelor,2.03,1,6,2300.0,More than 1,A,Gold,106248
43297,Male,,High School,5.23,1,6,2864.0,1,A,Platinum,33300
75195,Female,Urban,High School,2.3,0,1,3765.0,More than 1,A,Platinum,73356
81749,Male,Urban,Bachelor,,0,1,6767.0,More than 1,C,Platinum,96732
56689,Female,Urban,High School,6.34,0,0,4148.0,1,A,Platinum,56952
38220,Male,Urban,Bachelor,2.52,1,4,4139.0,More than 1,B,Platinum,61476
38472,Female,Urban,High School,32.37,0,6,3255.0,More than 1,A,Platinum,57504
69446,Male,Urban,Bachelor,6.73,1,2,14655.0,1,A,Platinum,34776
22775,Female,Rural,High School,7.24,1,6,5504.0,More than 1,A,Platinum,64344
2072,Male,Urban,Bachelor,7.82,1,3,6372.0,1,A,Gold,31908
10478,Male,Urban,Bachelor,2.02,1,7,4193.0,More than 1,A,Silver,93144
29226,Female,Rural,Bachelor,2.96,1,4,0.0,More than 1,B,Silver,103992
57982,Female,Rural,High School,9.86,1,1,0.0,More than 1,A,Gold,52092
278,Male,Urban,High School,9.48,1,2,,More than 1,A,Platinum,172260
87445,Male,Urban,High School,8.89,1,7,2543.0,More than 1,B,Platinum,49800
70951,Female,Rural,Bachelor,98.85,1,6,0.0,More than 1,B,Platinum,43068
56390,Male,Urban,Others,4.91,1,8,2306.0,More than 1,B,Silver,56640
67616,Female,Urban,High School,8.57,1,6,,More than 1,A,Silver,316464
8044,Male,Urban,High School,4.95,0,3,3863.0,More than 1,A,Gold,633468
84886,Female,Urban,Others,5.39,1,0,0.0,1,A,Silver,64560
70410,Male,Urban,Bachelor,85.97,1,6,4191.0,More than 1,A,Platinum,58356
63306,Male,Urban,High School,7.77,1,6,3695.0,More than 1,A,Gold,63252
66761,Male,Rural,High School,5.43,0,6,7269.0,More than 1,A,Platinum,58020
70823,Female,Urban,High School,4.62,1,5,6289.0,More than 1,A,Silver,106800
72639,Female,Rural,High School,50.01,1,4,3230.0,1,A,Platinum,63420
78451,Male,Rural,Bachelor,6.98,1,6,4241.0,More than 1,A,Silver,100248
13210,Female,Urban,Bachelor,6.12,1,4,4148.0,More than 1,A,Platinum,113760
4112,Female,Urban,High School,5.88,0,5,6323.0,More than 1,A,Platinum,69264
82803,Male,Urban,High School,,1,6,5357.0,More than 1,C,Platinum,94728
82519,Female,Rural,High School,83.6,0,4,4979.0,More than 1,B,Platinum,151668
52334,Female,Urban,High School,5.77,0,6,11078.0,More than 1,A,Platinum,69816
3272,Male,Urban,Bachelor,51.15,1,1,6833.0,More than 1,A,Platinum,70032
66059,Female,Urban,High School,9.55,1,6,5325.0,More than 1,B,Platinum,98052
84063,Female,Urban,Bachelor,6.71,1,7,4167.0,More than 1,B,Platinum,147984
4065,Male,Rural,Bachelor,4.93,1,8,4530.0,1,B,Platinum,55668
51009,Male,Rural,Bachelor,7.29,1,6,0.0,1,C,Platinum,36420
60901,Male,Urban,High School,86.97,1,8,,More than 1,C,Silver,65832
22926,Male,Urban,Bachelor,3.84,0,8,,More than 1,B,Gold,71352
20837,Female,,High School,6.13,1,5,4277.0,1,A,Platinum,34764
1062,Female,Rural,Bachelor,66.35,1,6,0.0,More than 1,B,Platinum,61488
11530,Female,Rural,Bachelor,9.3,0,3,,More than 1,B,Platinum,104364
58411,Male,Urban,High School,7.95,0,5,8790.0,More than 1,C,Platinum,56352
20297,Female,Urban,High School,7.12,0,5,4049.0,1,B,Silver,103824
47669,Female,Rural,High School,9.67,0,6,0.0,More than 1,B,Platinum,34404
57329,Female,Urban,High School,9.19,0,7,6824.0,More than 1,A,Silver,64500
65358,Female,Urban,High School,6.06,1,1,3584.0,More than 1,A,Silver,69696
238,Male,Urban,High School,7.54,1,2,4448.0,More than 1,,Platinum,246876
11499,Female,Urban,High School,3.83,1,0,0.0,More than 1,C,Platinum,65844
30344,Male,Urban,Bachelor,59.63,0,3,4211.0,More than 1,A,Platinum,60708
13967,Male,Urban,Bachelor,2.83,1,4,3339.0,More than 1,B,Platinum,104460
12669,Male,Urban,Bachelor,,0,8,4760.0,More than 1,A,Gold,119292
74098,Female,Urban,High School,8.62,0,2,,1,A,Platinum,63096
4799,Female,Urban,High School,51.5,1,3,3123.0,1,C,Gold,49260
47555,Female,Urban,High School,9.08,1,5,4293.0,More than 1,A,Gold,44832
45961,Male,Urban,High School,6.85,1,0,4565.0,1,A,Gold,30912
82219,Male,Rural,High School,9.51,1,8,0.0,More than 1,B,Gold,66336
